Time,RS_AccelX,RS_AccelY,RS_AccelZ,RS_GyroX,RS_GyroY,RS_GyroZ,RA_AccelX,RA_AccelY,RA_AccelZ,RA_GyroX,RA_GyroY,RA_GyroZ,RT_AccelX,RT_AccelY,RT_AccelZ,RT_GyroX,RT_GyroY,RT_GyroZ,LT_AccelX,LT_AccelY,LT_AccelZ,LT_GyroX,LT_GyroY,LT_GyroZ,LA_AccelX,LA_AccelY,LA_AccelZ,LA_GyroX,LA_GyroY,LA_GyroZ,LS_AccelX,LS_AccelY,LS_AccelZ,LS_GyroX,LS_GyroY,LS_GyroZ,Left_Force,Right_Force,LS_GyroX_filtered,LS_GyroY_filtered,LS_GyroZ_filtered,LT_GyroX_filtered,LT_GyroY_filtered,LT_GyroZ_filtered,LA_GyroX_filtered,LA_GyroY_filtered,LA_GyroZ_filtered,RS_GyroX_filtered,RS_GyroY_filtered,RS_GyroZ_filtered,RT_GyroX_filtered,RT_GyroY_filtered,RT_GyroZ_filtered,RA_GyroX_filtered,RA_GyroY_filtered,RA_GyroZ_filtered,Left_Knee_Angle,Gait_Phase
61657,0.04,-0.01,0.89,18.71,12.69,-35.63,0.04,-0.11,0.86,14.56,-5.53,-29.8,0.07,0.03,0.84,4.34,5.29,-46.95,0.2,0.1,1.0,-61.63,6.74,-50.1,-0.4,0.05,1.03,144.34,36.23,-190.48,-0.16,-0.05,1.03,127.27,14.38,-204.4,-0.2587761548148377,2039.8698540388912,123.30089704208301,5.711703419382243,-202.51091556787227,-56.98314317810283,4.2683248060607974,-45.84739878008777,144.40512865726024,26.055097571701975,-188.7286596386109,17.65167173053769,5.542339082880947,-37.11982239361964,1.1603447282975943,2.1846111244646997,-47.56150146333693,8.733935410524206,-15.132191307070045,-26.755677190807983,20.27092730589274,Swing
61661,0.04,-0.03,0.87,21.17,14.5,-36.23,0.04,-0.11,0.86,15.26,-5.67,-29.72,0.06,0.01,0.86,4.95,4.33,-46.77,0.2,0.05,1.01,-63.59,6.35,-48.53,-0.42,0.05,1.0,155.66,34.75,-187.64,-0.18,-0.02,1.02,138.75,10.42,-202.3,0.2624465029712536,2014.796603447422,135.07366162114667,2.1901561745445135,-200.3790050548388,-59.10745228641972,4.379101410116493,-44.10098397755158,156.02231225345253,24.519985162709826,-185.56184842413424,19.337511972690457,6.00802965216184,-37.34524206123557,1.9114032176063074,1.4662234436453938,-47.39402416948018,9.388332355991004,-15.258975797204993,-27.048933715885838,19.380528285679038,Swing
61665,0.04,0.13,0.91,16.09,14.39,-35.42,0.05,-0.12,0.85,15.44,-5.77,-30.23,0.02,-0.02,0.86,5.2,1.54,-47.3,0.2,0.0,1.03,-64.3,6.24,-46.57,-0.43,0.08,0.97,166.21,33.04,-185.2,-0.17,0.02,1.0,148.74,6.79,-200.4,-0.2661827271565108,2009.819658808009,145.79911108866725,-1.245364477632542,-198.4049111774972,-60.2447840640544,4.481907693912709,-41.88853046753942,166.61934035600996,22.956513924887187,-182.74797477171035,21.079997451312213,6.458780625056596,-37.592412329970294,2.856608155434875,0.717728118417581,-47.187972024089454,10.035446018679716,-15.451378257029127,-27.38793406224119,18.466858202671904,Swing
61669,0.01,-0.05,0.79,18.51,13.95,-37.76,0.05,-0.12,0.84,15.87,-6.31,-30.24,0.15,0.02,0.77,10.15,6.5,-45.24,0.19,-0.05,1.04,-64.24,6.33,-43.77,-0.42,0.1,0.94,175.64,31.35,-182.98,-0.18,0.05,0.99,157.59,3.57,-198.74,0.2699881921468218,1988.684106093152,155.3926614934994,-4.546549855493696,-196.60266903918918,-60.43039026654872,4.602647213437894,-39.2324998102397,176.1070379351769,21.374327069017813,-180.28142098769467,22.79899818067364,6.869706224221611,-37.8811249143306,3.969992065005728,-0.05186081980488085,-46.93771420402492,10.654373434565253,-15.709386186690939,-27.785604427220274,17.53135486827424,Swing
61673,0.04,-0.01,0.68,45.35,15.48,-35.76,0.04,-0.11,0.82,17.05,-7.0,-30.59,0.0,-0.03,0.88,10.24,6.14,-46.7,0.19,-0.12,1.08,-62.82,6.02,-40.67,-0.43,0.12,0.92,183.61,29.53,-181.24,-0.19,0.08,0.98,165.09,0.73,-197.06,-0.2738664397616355,1977.262270453767,163.80703200566037,-7.675776423342905,-194.97808973899097,-59.7242243931515,4.773549196823951,-36.16944653179952,184.42294649525894,19.781971058083535,-178.14651157125917,24.392061238359382,7.2188802315084315,-38.22826295433816,5.22253337384809,-0.8237845264270566,-46.63497536713509,11.229678889122896,-16.030535508052207,-28.2528012052125,16.57554731144131,Swing
61677,0.04,0.09,0.87,34.51,18.74,-35.26,0.05,-0.1,0.82,17.31,-7.18,-30.84,0.0,-0.01,0.88,10.26,-5.47,-46.84,0.2,-0.18,1.1,-60.71,5.92,-36.63,-0.44,0.14,0.88,190.29,27.99,-179.5,-0.19,0.11,0.96,171.28,-2.06,-195.9,0.277821201849033,1953.3185950543752,171.0243863374149,-10.605792718841201,-193.52960088836556,-58.2066569037021,5.030676602334268,-32.749847570110354,191.5296212649637,18.185561045334236,-176.32070975504715,25.776089183501373,7.488345549980121,-38.64660125867717,6.590997259646276,-1.5589209958772998,-46.26868018469895,11.750734807520338,-16.41153926654083,-28.796550145513347,15.601037902860067,Swing
61681,-0.02,0.08,0.94,21.23,14.76,-37.86,0.04,-0.11,0.82,17.8,-7.41,-31.57,0.05,-0.0,0.79,11.36,-7.73,-46.19,0.21,-0.23,1.13,-57.85,6.35,-32.64,-0.44,0.17,0.87,195.98,26.66,-178.06,-0.19,0.14,0.96,176.44,-4.67,-194.51,-0.28185641457739,1942.7505437938864,177.04735092141274,-13.31817265936169,-192.24915990557997,-55.97299791387893,5.410941926520824,-29.03613491014665,197.41191684285113,16.587812663194075,-174.77732219057515,26.940138689204424,7.670920271987523,-39.13942645207935,8.059109280693292,-2.211394946125205,-45.828738529410664,12.21244100156443,-16.849683053385533,-29.41805438266556,14.609501669563775,Swing
61685,-0.02,0.09,0.86,22.44,13.44,-39.49,0.03,-0.1,0.83,18.81,-7.86,-32.41,0.08,-0.01,0.77,13.37,-1.45,-45.49,0.21,-0.28,1.16,-54.08,6.7,-28.19,-0.45,0.2,0.84,200.31,25.21,-176.95,-0.2,0.17,0.93,181.08,-7.04,-193.71,0.2859762341641289,1922.5762706883827,181.8900024272177,-15.801722830429133,-191.12328903284606,-53.12714050843184,5.949446375899876,-25.09926349428186,202.0737398222248,14.988326845303442,-173.4874280925802,27.926902326290723,7.7724882054508635,-39.698403413711446,9.61128339070396,-2.764659504660072,-45.31069407073665,12.615941428444032,-17.34261078705693,-30.111404321371964,13.602698531254624,Swing
61689,-0.01,0.1,0.83,28.67,15.91,-40.66,0.03,-0.09,0.83,18.53,-8.92,-33.18,0.08,-0.02,0.8,14.6,1.71,-44.86,0.22,-0.33,1.18,-50.23,7.0,-23.36,-0.44,0.22,0.81,203.42,23.53,-175.88,-0.2,0.2,0.92,185.11,-9.34,-192.63,-0.2901850541837527,1904.9572242321797,185.57109501229212,-18.051351627696942,-190.1341882873661,-49.774605108982335,6.677633393666618,-21.01443605812002,205.53494028532816,13.38487252525249,-172.42127283907826,28.76710681454493,7.802445104078218,-40.31076594564754,11.22798590902998,-3.2451060912863463,-44.71691842984031,12.969430220769208,-17.887472601054096,-30.863549768018906,12.58249159655067,Swing
61693,0.0,0.1,0.8,34.53,15.82,-40.23,0.03,-0.1,0.83,17.56,-9.11,-34.81,0.08,-0.01,0.84,14.71,2.27,-43.63,0.22,-0.36,1.19,-46.73,7.69,-18.95,-0.44,0.25,0.8,205.54,22.12,-175.35,-0.2,0.21,0.91,187.53,-11.37,-192.01,0.2944875246274713,1888.5395124487356,188.11121841373657,-20.067474553802818,-189.260880252276,-46.01599954217966,7.621151695080393,-16.856160265008583,207.82828080023984,11.77453905865375,-171.54956092979359,29.45299350486614,7.765779218193439,-40.96878546199177,12.883714294074398,-3.697270059795402,-44.05535190584969,13.287792525702459,-18.481148282546737,-31.65551216029357,11.550861446934176,Swing
61697,0.01,0.12,0.78,35.21,15.34,-40.13,0.03,-0.11,0.83,18.22,-9.56,-35.86,0.06,-0.01,0.86,17.38,0.8,-42.89,0.24,-0.41,1.2,-42.65,8.73,-14.59,-0.44,0.27,0.79,206.27,20.58,-174.61,-0.19,0.24,0.9,189.7,-12.74,-191.18,-0.2988885728930394,1872.9815438383475,189.53317165902448,-21.85567029580473,-188.48030847458253,-41.943054439225186,8.796983836242706,-12.69332755466413,208.99641166717504,10.154492021286908,-170.84489714265473,29.96313857803744,7.665649168988191,-41.672636801759275,14.543175075638116,-4.151904517533477,-43.33742091674728,13.588590870901136,-19.120812869220796,-32.465150781627095,10.50990704633791,Swing
61701,0.0,0.12,0.78,31.78,15.33,-40.6,0.03,-0.12,0.82,18.52,-10.65,-36.85,0.05,-0.0,0.85,19.62,-1.37,-42.44,0.25,-0.45,1.23,-38.32,10.1,-10.24,-0.43,0.3,0.78,206.16,18.97,-173.88,-0.19,0.27,0.9,190.47,-14.18,-190.45,0.3033934269520613,1855.359495980164,189.86436229756606,-23.425698395807373,-187.768223950177,-37.63771948274988,10.210835620285932,-8.585531987017088,209.08886502077192,8.522791807559708,-170.28309108968338,30.293625479090323,7.507503431640098,-42.42615223238579,16.157672531976086,-4.612243369991867,-42.575918000523146,13.886745333614813,-19.8034579614093,-33.27118834359197,9.461829987850477,Swing
61705,-0.01,0.11,0.78,29.16,15.17,-41.98,0.04,-0.12,0.82,18.5,-11.53,-37.68,0.05,0.0,0.86,21.73,-3.17,-41.47,0.25,-0.46,1.23,-34.26,12.13,-6.09,-0.43,0.33,0.76,205.51,17.55,-173.37,-0.19,0.3,0.89,190.15,-15.37,-189.88,-0.3080076409090644,1839.544397243044,189.14085134761464,-24.789594634409386,-187.09969100333024,-33.17265365995633,11.855760622160597,-4.580639849287957,208.15938329522683,6.879293145225239,-169.84352511143132,30.463749759880194,7.299387346558522,-43.23103638311516,17.666716353356303,-5.058068632407001,-41.78423051360824,14.191901986940675,-20.525607073687997,-34.056736324648156,8.408902508547213,Swing
61709,0.0,0.11,0.78,30.52,14.5,-42.8,0.04,-0.12,0.81,18.74,-12.12,-38.2,0.06,0.02,0.84,23.95,-4.25,-40.78,0.27,-0.47,1.23,-29.7,14.03,-2.34,-0.43,0.35,0.75,203.52,16.04,-172.69,-0.2,0.32,0.88,188.68,-16.74,-189.3,0.3127371232882568,1817.2340903816785,187.41194287125884,-25.959868648754778,-186.44944769352188,-28.612282468344976,13.712403297632527,-0.7130477164370755,206.2645624316019,5.2266530978776595,-169.50836793726197,30.499185126550262,7.051305639883905,-44.08450720637181,19.003996937846658,-5.45783778304717,-40.976824599076345,14.507522616413235,-21.284413907933974,-34.81109512995514,7.353419302488839,Swing
61713,0.01,0.11,0.78,33.05,13.99,-43.25,0.05,-0.12,0.81,18.92,-12.6,-39.18,0.06,0.03,0.85,25.63,-4.56,-39.73,0.27,-0.5,1.23,-24.92,16.42,1.56,-0.44,0.38,0.75,200.95,14.32,-172.25,-0.19,0.34,0.86,185.6,-17.67,-188.76,-0.3175881683342259,1801.3817741436512,184.74362415896113,-26.948767154512577,-185.79255847775036,-24.0141321670729,15.750501725455283,2.9973031081494295,203.46400541849255,3.571544570703716,-169.26099641970796,30.416940039774488,6.774267062975067,-44.97987973325529,20.104426654063587,-5.780360034964622,-40.16958317590717,14.829465010799105,-22.078544185341716,-35.5301220210492,6.297634868066354,Swing
61717,0.03,0.12,0.79,31.94,13.37,-44.53,0.06,-0.13,0.81,19.44,-13.33,-39.57,0.06,0.03,0.83,26.66,-4.62,-38.56,0.27,-0.51,1.22,-20.23,19.3,4.86,-0.45,0.4,0.74,196.88,13.01,-172.24,-0.21,0.37,0.85,181.48,-18.37,-188.17,0.3225674907576404,1776.5025079894583,181.21937463181126,-27.768329669861483,-185.1053835966563,-19.429295569568072,17.931233468221716,6.545201382616896,199.82083105582345,1.925765767122323,-169.08415855216882,30.226839585920466,6.478053700018494,-45.906809710194175,20.910954455360017,-6.001632672368981,-39.3792469170917,15.144510406176813,-22.907343334228834,-36.21605874348645,5.243692784937041,Swing
61721,0.04,0.12,0.76,30.31,13.13,-46.26,0.06,-0.13,0.8,20.35,-14.37,-39.81,0.04,0.06,0.84,26.36,-4.65,-38.31,0.27,-0.51,1.22,-15.5,21.69,8.05,-0.46,0.42,0.73,192.08,11.29,-172.14,-0.21,0.4,0.85,175.97,-18.63,-187.38,-0.3276822643286937,1760.3618315391252,176.9371974702061,-28.430050402540097,-184.36658919229725,-14.901592846048578,20.21064067551942,9.939803482166667,195.40114953752595,0.3072231831786663,-168.95890323620068,29.939681666828598,6.168476973525554,-46.851275742332035,21.379409848946917,-6.106821349279828,-38.622147069304475,15.430201580594193,-23.769194400536414,-36.876962027851015,4.193557318532073,Swing
61725,0.03,0.12,0.75,28.98,12.99,-47.58,0.06,-0.14,0.79,21.79,-15.24,-40.11,0.07,0.04,0.8,28.05,-3.32,-37.0,0.27,-0.51,1.2,-11.39,24.17,10.71,-0.47,0.44,0.74,186.17,9.79,-171.98,-0.22,0.41,0.85,170.27,-18.98,-186.65,0.3329401648735043,1737.5389880886416,172.00287906553697,-28.943335073894833,-183.5578963411461,-10.466395358373079,22.543470188107523,13.203084284157148,190.27150762498746,-1.25914056409929,-168.8646695500712,29.56706688889125,5.845532485009245,-47.79798887780333,21.480403988078493,-6.0889491841890875,-37.91323774809507,15.657408388557688,-24.66069100938365,-37.52483682117155,3.1489600161845672,Swing
61729,0.02,0.12,0.76,29.59,13.4,-48.13,0.05,-0.14,0.79,22.79,-16.38,-40.4,0.08,0.06,0.83,27.3,-3.91,-36.43,0.27,-0.52,1.18,-7.32,26.57,13.18,-0.48,0.46,0.74,179.7,8.17,-171.98,-0.23,0.41,0.83,164.08,-19.21,-185.41,-0.3383494182271009,1717.7250138420648,166.52117801471357,-29.31319192281217,-182.66431447211923,-6.150438425967467,24.885895803714213,16.366482524149937,184.4941101449842,-2.740897900358555,-168.7797131891408,29.113794318307043,5.503574235386199,-48.73467310976519,21.201037101331398,-5.945274384661325,-37.26554492674632,15.796569625268093,-25.576960268985438,-38.172387992421406,2.111372560806184,Swing
61733,0.03,0.13,0.77,31.22,13.56,-48.69,0.06,-0.14,0.81,22.45,-17.48,-40.76,0.1,0.07,0.82,26.23,-4.02,-35.62,0.25,-0.53,1.18,-3.71,29.02,15.91,-0.49,0.47,0.74,173.07,6.63,-171.93,-0.24,0.43,0.83,157.37,-19.34,-184.13,0.3439188538824682,1700.5615807828867,160.58715605603015,-29.538161847987112,-181.67345071240663,-1.973431511715873,27.196941775977514,19.465850870260834,178.12073190042156,-4.0984448415603625,-168.6814207172129,28.57420937565973,5.134142571085605,-49.654487703722836,20.54763643385847,-5.674048468493151,-36.68909197866646,15.825772451042436,-26.512646300173397,-38.8293991964553,1.0820125482983485,Swing
61737,0.03,0.13,0.77,31.44,12.98,-49.24,0.05,-0.14,0.83,22.37,-18.32,-41.6,0.07,0.08,0.82,24.23,-4.2,-35.67,0.27,-0.5,1.15,-0.14,30.73,17.75,-0.51,0.48,0.74,165.92,5.14,-171.66,-0.25,0.43,0.81,150.72,-19.34,-182.94,-0.349657965104512,1676.4216014009808,154.27859631691393,-29.608887932229212,-180.573722396879,2.0486289015095087,29.43907284241121,22.535363157254412,171.18710820768084,-5.2861212431190525,-168.54667218579397,27.93884466349017,4.730469628983259,-50.55489148015232,19.545798184886362,-5.275176779863671,-36.18986785541355,15.736391882141943,-27.463170841173152,-39.49962921239659,0.061885166078520897,Swing
61741,0.02,0.12,0.78,29.1,12.4,-50.42,0.06,-0.14,0.84,22.08,-19.28,-42.39,0.09,0.09,0.81,22.5,-3.89,-35.06,0.22,-0.5,1.15,5.85,34.56,20.99,-0.51,0.5,0.75,158.46,3.68,-171.21,-0.26,0.42,0.81,143.67,-19.56,-181.34,0.355576976493161,1646.7508729033425,147.64964702643374,-29.507371382032368,-179.35212207030202,5.900721491891888,31.57859912285057,25.600885142189693,163.70919169879917,-6.25432808469072,-168.35185517385557,27.205710908057515,4.290894713061025,-51.434872549403146,18.2358331906026,-4.7541855655164245,-35.770138340683324,15.53446374205982,-28.42563928560762,-40.17909884000085,-0.9481371347193792,Swing
61745,0.04,0.1,0.76,29.35,11.67,-51.09,0.05,-0.14,0.85,21.35,-20.03,-43.63,0.12,0.09,0.76,21.21,-2.07,-34.51,0.25,-0.52,1.11,7.83,35.2,23.91,-0.5,0.51,0.74,150.72,2.66,-170.31,-0.26,0.41,0.82,136.76,-19.25,-179.71,-0.3616869200835793,1623.1192048764033,140.7260468512202,-29.207225599785133,-177.99195829505996,9.569849615653693,33.587365836353364,28.67418374089775,155.68147548601038,-6.952706957267335,-168.07166218969647,26.38617018085991,3.81942930347078,-52.29313631567034,16.66675257091101,-4.1255271763647805,-35.42948508963917,15.239707341228435,-29.39884880452763,-40.856424640835534,-1.947197490350417,Swing
61749,0.03,0.11,0.78,26.05,10.78,-52.18,0.06,-0.14,0.85,20.02,-21.05,-44.69,0.08,0.08,0.76,18.86,-1.75,-34.73,0.22,-0.48,1.12,12.11,37.48,26.91,-0.49,0.53,0.74,143.42,1.81,-169.66,-0.27,0.41,0.85,130.68,-19.15,-178.34,0.3679997213139399,1597.045490237334,133.5029077885327,-28.674944704991262,-176.47058867422908,13.047892069907915,35.44462447628045,31.749699508091656,147.07789722498188,-7.334028406142825,-167.6762672533935,25.50344489699801,3.32415847725205,-53.127843343354535,14.892229066091655,-3.41223940430751,-35.16521742585072,14.88314831717768,-30.382584872856103,-41.51518128044988,-2.93431112739856,Swing
61753,0.04,0.07,0.76,25.05,10.04,-52.89,0.05,-0.15,0.84,19.3,-21.85,-45.46,0.11,0.09,0.73,17.27,-0.73,-34.24,0.19,-0.49,1.12,15.23,38.37,31.16,-0.46,0.57,0.75,136.02,2.03,-168.94,-0.26,0.42,0.88,123.87,-18.38,-176.61,-0.3745282964050008,1570.3739912138622,125.94680766015186,-27.871785291530024,-174.75792183257505,16.33225856270286,37.1362651962486,34.804069527375574,137.85726161013497,-7.357911587846863,-167.12768500563385,24.58690087172157,2.8146035778225382,-53.937043560170395,12.968708971911246,-2.64309191798095,-34.97259922144857,14.502469699989712,-31.37669352374644,-42.13755240810042,-3.9082179555037952,Swing
61757,0.04,0.06,0.75,25.08,9.79,-53.54,0.06,-0.16,0.85,18.82,-23.02,-46.13,0.11,0.09,0.72,15.03,0.73,-34.43,0.2,-0.48,1.13,18.48,39.73,34.71,-0.43,0.61,0.75,128.58,2.34,-168.18,-0.24,0.45,0.92,118.01,-18.15,-175.11,0.381286663013188,1532.6973884443937,118.00303584377352,-26.756262071902125,-172.81647079533553,19.425717530162075,38.65183688902807,37.79879869365228,127.97501993307642,-6.993184061376069,-166.3768318919693,23.66488050005626,2.299022005920873,-54.719055872422395,10.954357978567417,-1.8500713600659215,-34.845602249065195,14.136135676651069,-32.380294636891534,-42.70780701056386,-4.867257259593357,Swing
61761,0.04,0.05,0.75,24.19,9.4,-54.27,0.04,-0.16,0.84,18.15,-24.11,-46.55,0.13,0.09,0.71,12.88,1.86,-33.76,0.23,-0.49,1.12,20.69,40.65,37.95,-0.39,0.67,0.75,119.21,2.79,-167.83,-0.21,0.47,0.93,111.64,-17.57,-173.19,-0.3882900663334391,1505.5645287593193,109.60778897118632,-25.28818812228103,-170.60296463355763,22.336706161946953,39.98099613434848,40.6859803358938,117.4005167358431,-6.218735314806122,-165.36242844672847,22.76127286289953,1.783071249753271,-55.47230779005729,8.908397720875135,-1.065695600132779,-34.77741227218128,13.81875590154386,-33.39149395851027,-43.21446120843596,-5.809289145470093,Swing
61765,0.02,0.05,0.76,23.31,8.99,-55.18,0.04,-0.18,0.84,17.63,-25.16,-47.18,0.13,0.09,0.71,9.93,2.57,-33.95,0.23,-0.47,1.15,23.88,42.54,41.08,-0.34,0.72,0.75,108.43,2.82,-167.25,-0.15,0.49,0.91,106.29,-16.92,-169.97,0.3955551233270217,1473.6363872811612,100.70594409793806,-23.435411506041838,-168.0705478562222,25.078552418796654,41.110539446117336,43.41436836547192,106.13495842174837,-5.02500347594289,-164.0127199735189,21.897294879005866,1.2703079200376148,-56.19484773986586,6.8898674655998144,-0.3191821901124301,-34.759922096503956,13.578005861865938,-34.4077928356256,-43.651228879368766,-6.731679468554755,Swing
61769,0.04,0.03,0.75,21.81,8.24,-55.98,0.03,-0.19,0.83,17.87,-25.53,-47.47,0.13,0.1,0.71,7.63,3.25,-34.11,0.22,-0.47,1.15,27.05,44.46,43.85,-0.29,0.76,0.74,96.46,3.91,-165.83,-0.1,0.47,0.87,99.63,-15.48,-166.93,-0.4030999882128381,1444.7770802345503,91.27508141322109,-21.183002435610195,-165.1693504606758,27.66863489897441,42.02443330591311,45.93390042834302,94.22444800464586,-3.4184886929369203,-162.2502021385145,21.09330365886395,0.763236005885509,-56.88444765861224,4.954284202686811,0.366679781119454,-34.78280464153915,13.432217132711227,-35.426388823030905,-44.01752592109626,-7.631351005171948,Swing
61773,0.03,0.01,0.72,21.62,8.07,-56.73,0.04,-0.19,0.85,18.41,-26.97,-47.4,0.12,0.09,0.71,6.2,3.76,-34.36,0.23,-0.46,1.16,29.62,46.08,46.32,-0.24,0.8,0.71,83.19,5.53,-163.4,-0.05,0.46,0.88,86.85,-12.2,-163.64,0.4109445431038069,1409.0556647337116,81.35046106350939,-18.542275359551716,-161.84476516004835,30.12996056504067,42.70860353881689,48.19908323838719,81.76573795267035,-1.428580572808188,-159.9971441489523,20.36785158533663,0.2637186999646584,-57.53955396389197,3.149026297863813,0.976685594062352,-34.833579197269344,13.389584949296342,-36.44327137174119,-44.318670618042376,-8.504888918446806,Swing
61777,0.04,0.0,0.73,21.44,7.63,-57.21,0.03,-0.2,0.85,18.63,-28.49,-47.37,0.1,0.07,0.71,5.29,3.85,-34.46,0.23,-0.46,1.17,31.45,47.0,48.05,-0.19,0.85,0.71,69.49,8.44,-160.37,-0.04,0.44,0.91,70.73,-7.31,-160.38,-0.41911061841983,1379.749508559145,71.0348411446396,-15.554681927452949,-158.03599866022302,32.49400272791563,43.158967296580435,50.17140610262882,68.90542831106627,0.8867520813030542,-157.17886300019697,19.736557472084478,-0.2267955206230146,-58.16036244018838,1.5109365013358285,1.5028735977371777,-34.89892534044296,13.450152186436199,-37.45232767500286,-44.56497369995232,-9.348668823420523,Swing
61781,0.03,-0.0,0.72,21.27,7.4,-57.59,0.03,-0.2,0.85,18.65,-29.66,-47.19,0.08,0.06,0.72,3.88,3.77,-34.58,0.22,-0.47,1.18,33.05,47.33,49.34,-0.15,0.9,0.72,55.64,11.76,-156.31,-0.02,0.42,0.99,56.26,-2.69,-156.8,0.4276222488301129,1343.1064193219472,60.47981518917293,-12.286605143512846,-153.67748498972233,34.80108829325111,43.38914871390606,51.82003340096077,55.83447058163855,3.439462985690632,-153.72369687890608,19.213625214871655,-0.706346841620545,-58.7491405210392,0.06807571236641598,1.9427659256942817,-34.96616225751014,13.60900570919006,-38.446761259826026,-44.76938614511351,-10.158961320823414,Swing
61785,0.03,-0.02,0.72,21.04,6.96,-57.8,0.02,-0.23,0.85,19.1,-30.43,-47.35,0.07,0.05,0.72,2.84,3.58,-34.54,0.21,-0.47,1.18,35.14,46.77,50.42,-0.13,0.95,0.71,40.6,15.44,-152.05,-0.01,0.42,1.05,45.43,0.65,-152.24,-0.4365059717057485,1310.0658651919116,49.84845796143826,-8.817801972325505,-148.70337549076632,37.09713516459248,43.4350379198641,53.12039282754478,42.77972462947183,6.114932496849679,-149.56060533778748,18.81535461432611,-1.1710082600572975,-59.30931541168491,-1.1566261554757806,2.295896547495956,-35.0241710180976,13.858253650512163,-39.422028697186185,-44.944556142392464,-10.931984992444661,Swing
61789,0.03,-0.03,0.73,20.18,6.56,-58.51,0.01,-0.23,0.86,19.84,-31.34,-47.63,0.06,0.04,0.73,1.81,4.17,-34.39,0.19,-0.48,1.19,36.8,45.21,50.83,-0.11,0.99,0.72,26.89,19.16,-147.39,0.01,0.43,1.08,37.01,3.72,-146.75,0.445791176799756,1210.7791859825904,39.28497192538773,-5.231802276863118,-143.053226963409,39.42879052847688,43.35441084718391,54.051328987979325,29.992834184134374,8.779273399458951,-144.61639337999654,18.562892759782436,-1.613574743148369,-59.84368086508521,-2.1427517144723867,2.5596060870587514,-35.06357455711301,14.1879237461747,-40.377549476159,-45.10055067860134,-11.663919905797378,Swing
61793,0.02,-0.05,0.74,19.7,6.21,-58.86,0.0,-0.24,0.86,20.15,-32.03,-48.02,0.06,0.01,0.74,1.32,4.83,-34.22,0.18,-0.5,1.17,38.32,43.27,51.36,-0.09,1.02,0.74,13.86,23.28,-142.22,0.04,0.43,1.08,29.69,6.64,-140.41,-0.4555105179451219,1228.0640376635092,28.907738183287506,-1.6135786672958619,-136.67650315407977,41.83831219547026,43.22025697752374,54.59176945350987,17.737451812456463,11.289051949459115,-138.81502389840708,18.482167743996687,-2.0227202248589236,-60.35286688176839,-2.8711294246670502,2.726619650557283,-35.07606618651175,14.58734182307993,-41.3164652019922,-45.24418876230718,-12.350916695477196,Swing
61797,0.02,-0.05,0.76,19.44,5.27,-59.24,-0.0,-0.24,0.87,20.66,-32.77,-47.92,0.05,-0.01,0.74,0.76,4.74,-34.4,0.17,-0.52,1.17,39.58,41.64,51.27,-0.07,1.05,0.78,1.71,26.82,-136.24,0.07,0.44,1.06,21.76,10.92,-132.9,0.4657004003375475,1195.0031171587364,18.82348794771422,1.9476810669206195,-129.53478332089193,44.35706386401901,43.10816027447359,54.717686376134075,6.27790490951021,13.503125090575017,-132.08035578892355,18.600905470694293,-2.382887853024378,-60.83459276110697,-3.322992227384597,2.785811287372491,-35.05328619521845,15.046800865026563,-42.24436078239307,-45.37976883985246,-12.98913205745535,Swing
61801,0.02,-0.07,0.76,19.47,4.98,-59.84,-0.01,-0.24,0.88,20.75,-33.97,-48.44,0.04,-0.04,0.75,0.35,5.21,-34.32,0.16,-0.52,1.18,41.27,40.91,50.58,-0.07,1.08,0.81,-9.59,29.73,-129.4,0.08,0.44,1.03,13.34,14.82,-125.08,-0.4764015605037368,1157.1201391148195,9.150320124042794,5.356630505873043,-121.60192362046139,46.996596625596865,43.08104325671901,54.399700509537055,-4.1295764895050056,15.296002839838252,-124.34187665020548,18.944458407796542,-2.675455657234043,-61.28319779924983,-3.4795133725421237,2.724583008669817,-34.98623504680315,15.558141783715245,-43.16782803506245,-45.51002384202787,-13.574802792700952,Swing
61805,0.04,-0.07,0.75,19.88,4.48,-60.51,-0.0,-0.24,0.88,20.81,-34.53,-48.76,0.03,-0.06,0.76,0.38,5.01,-34.09,0.14,-0.52,1.18,43.64,40.83,50.01,-0.05,1.11,0.87,-19.87,31.63,-121.55,0.1,0.41,1.0,4.13,18.66,-116.57,0.4876597607412454,1123.9562088259825,0.03796703590614853,8.514016319303868,-112.86350663445612,49.73863707437101,43.17601148836165,53.600990336972835,-13.244949906866669,16.570730549742436,-115.542412667424,19.53199951384154,-2.8809824236942725,-61.689588134707414,-3.3223697144803888,2.5311596922545707,-34.86549886856409,16.11350423709597,-44.09361515569078,-45.63710485620671,-14.104352845411638,Swing
